,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,Code,HDI
2884,El Salvador,2008,male,75+ years,19,67413,28.18,"17,986,886,200",3271,Silent,SLV,0.659
2885,El Salvador,2008,male,25-34 years,103,401584,25.65,"17,986,886,200",3271,Generation X,SLV,0.659
2886,El Salvador,2008,male,35-54 years,103,548836,18.77,"17,986,886,200",3271,Boomers,SLV,0.659
2887,El Salvador,2008,male,15-24 years,106,573262,18.49,"17,986,886,200",3271,Millenials,SLV,0.659
2888,El Salvador,2008,male,55-74 years,38,286738,13.25,"17,986,886,200",3271,Silent,SLV,0.659
2889,El Salvador,2008,female,15-24 years,53,601543,8.81,"17,986,886,200",3271,Millenials,SLV,0.659
2890,El Salvador,2008,female,25-34 years,26,482895,5.38,"17,986,886,200",3271,Generation X,SLV,0.659
2891,El Salvador,2008,female,35-54 years,29,694764,4.17,"17,986,886,200",3271,Boomers,SLV,0.659
2892,El Salvador,2008,female,75+ years,1,88207,1.13,"17,986,886,200",3271,Silent,SLV,0.659
2893,El Salvador,2008,female,5-14 years,5,686491,0.73,"17,986,886,200",3271,Generation Z,SLV,0.659
2894,El Salvador,2008,male,5-14 years,5,711888,0.7,"17,986,886,200",3271,Generation Z,SLV,0.659
2895,El Salvador,2008,female,55-74 years,2,355666,0.56,"17,986,886,200",3271,Silent,SLV,0.659
2896,El Salvador,2009,male,25-34 years,120,400776,29.94,"17,601,616,000",3184,Generation X,SLV,0.659
2897,El Salvador,2009,male,35-54 years,113,554321,20.39,"17,601,616,000",3184,Boomers,SLV,0.659
2898,El Salvador,2009,male,75+ years,13,70655,18.4,"17,601,616,000",3184,Silent,SLV,0.659
2899,El Salvador,2009,male,55-74 years,49,290324,16.88,"17,601,616,000",3184,Silent,SLV,0.659
2900,El Salvador,2009,male,15-24 years,95,584388,16.26,"17,601,616,000",3184,Millenials,SLV,0.659
2901,El Salvador,2009,female,15-24 years,55,611290,9,"17,601,616,000",3184,Millenials,SLV,0.659
2902,El Salvador,2009,female,25-34 years,27,484388,5.57,"17,601,616,000",3184,Generation X,SLV,0.659
2903,El Salvador,2009,female,35-54 years,16,704865,2.27,"17,601,616,000",3184,Boomers,SLV,0.659
2904,El Salvador,2009,female,75+ years,2,92201,2.17,"17,601,616,000",3184,Silent,SLV,0.659
2905,El Salvador,2009,female,55-74 years,7,364066,1.92,"17,601,616,000",3184,Silent,SLV,0.659
2906,El Salvador,2009,female,5-14 years,6,672905,0.89,"17,601,616,000",3184,Generation Z,SLV,0.659
2907,El Salvador,2009,male,5-14 years,3,698731,0.43,"17,601,616,000",3184,Generation Z,SLV,0.659
2908,El Salvador,2010,male,25-34 years,93,400088,23.24,"18,447,922,400",3318,Generation X,SLV,0.671
2909,El Salvador,2010,male,55-74 years,45,294119,15.3,"18,447,922,400",3318,Silent,SLV,0.671
2910,El Salvador,2010,male,75+ years,11,73884,14.89,"18,447,922,400",3318,Silent,SLV,0.671
2911,El Salvador,2010,male,15-24 years,81,596366,13.58,"18,447,922,400",3318,Millenials,SLV,0.671
2912,El Salvador,2010,male,35-54 years,73,560083,13.03,"18,447,922,400",3318,Generation X,SLV,0.671
2913,El Salvador,2010,female,15-24 years,44,621228,7.08,"18,447,922,400",3318,Millenials,SLV,0.671
2914,El Salvador,2010,female,25-34 years,19,486153,3.91,"18,447,922,400",3318,Generation X,SLV,0.671
2915,El Salvador,2010,female,35-54 years,20,715456,2.8,"18,447,922,400",3318,Generation X,SLV,0.671
2916,El Salvador,2010,female,75+ years,2,96291,2.08,"18,447,922,400",3318,Silent,SLV,0.671
2917,El Salvador,2010,female,5-14 years,7,658707,1.06,"18,447,922,400",3318,Generation Z,SLV,0.671
2918,El Salvador,2010,female,55-74 years,3,372845,0.8,"18,447,922,400",3318,Silent,SLV,0.671
2919,El Salvador,2010,male,5-14 years,1,685233,0.15,"18,447,922,400",3318,Generation Z,SLV,0.671
2920,El Salvador,2011,male,25-34 years,100,402814,24.83,"20,283,783,700",3631,Millenials,SLV,0.666
2921,El Salvador,2011,male,75+ years,15,77576,19.34,"20,283,783,700",3631,Silent,SLV,0.666
2922,El Salvador,2011,male,15-24 years,116,607120,19.11,"20,283,783,700",3631,Millenials,SLV,0.666
2923,El Salvador,2011,male,35-54 years,85,565884,15.02,"20,283,783,700",3631,Generation X,SLV,0.666
2924,El Salvador,2011,male,55-74 years,39,297029,13.13,"20,283,783,700",3631,Boomers,SLV,0.666
2925,El Salvador,2011,female,15-24 years,52,630434,8.25,"20,283,783,700",3631,Millenials,SLV,0.666
2926,El Salvador,2011,female,25-34 years,26,488848,5.32,"20,283,783,700",3631,Millenials,SLV,0.666
2927,El Salvador,2011,female,35-54 years,22,725601,3.03,"20,283,783,700",3631,Generation X,SLV,0.666
2928,El Salvador,2011,female,75+ years,3,100865,2.97,"20,283,783,700",3631,Silent,SLV,0.666
2929,El Salvador,2011,female,5-14 years,12,642054,1.87,"20,283,783,700",3631,Generation Z,SLV,0.666
2930,El Salvador,2011,male,5-14 years,12,666916,1.8,"20,283,783,700",3631,Generation Z,SLV,0.666
2931,El Salvador,2011,female,55-74 years,3,380644,0.79,"20,283,783,700",3631,Boomers,SLV,0.666
2932,El Salvador,2012,male,25-34 years,109,406026,26.85,"21,386,153,000",3806,Millenials,SLV,0.67
2933,El Salvador,2012,male,55-74 years,62,300461,20.63,"21,386,153,000",3806,Boomers,SLV,0.67
2934,El Salvador,2012,male,75+ years,16,81225,19.7,"21,386,153,000",3806,Silent,SLV,0.67
2935,El Salvador,2012,male,35-54 years,98,572655,17.11,"21,386,153,000",3806,Generation X,SLV,0.67
2936,El Salvador,2012,male,15-24 years,100,618195,16.18,"21,386,153,000",3806,Millenials,SLV,0.67
2937,El Salvador,2012,female,15-24 years,56,639803,8.75,"21,386,153,000",3806,Millenials,SLV,0.67
2938,El Salvador,2012,female,25-34 years,26,492068,5.28,"21,386,153,000",3806,Millenials,SLV,0.67
2939,El Salvador,2012,female,35-54 years,19,736698,2.58,"21,386,153,000",3806,Generation X,SLV,0.67
2940,El Salvador,2012,female,75+ years,2,105481,1.9,"21,386,153,000",3806,Silent,SLV,0.67
2941,El Salvador,2012,male,5-14 years,11,650570,1.69,"21,386,153,000",3806,Generation Z,SLV,0.67
2942,El Salvador,2012,female,5-14 years,9,626538,1.44,"21,386,153,000",3806,Generation Z,SLV,0.67
2943,El Salvador,2012,female,55-74 years,4,389103,1.03,"21,386,153,000",3806,Boomers,SLV,0.67
2944,El Salvador,2013,male,25-34 years,95,409974,23.17,"21,977,401,900",3885,Millenials,SLV,0.671
2945,El Salvador,2013,male,35-54 years,129,579811,22.25,"21,977,401,900",3885,Generation X,SLV,0.671
2946,El Salvador,2013,male,75+ years,18,84746,21.24,"21,977,401,900",3885,Silent,SLV,0.671
2947,El Salvador,2013,male,55-74 years,59,304397,19.38,"21,977,401,900",3885,Boomers,SLV,0.671
2948,El Salvador,2013,male,15-24 years,79,628312,12.57,"21,977,401,900",3885,Millenials,SLV,0.671
2949,El Salvador,2013,female,15-24 years,43,648028,6.64,"21,977,401,900",3885,Millenials,SLV,0.671
2950,El Salvador,2013,female,25-34 years,22,496109,4.43,"21,977,401,900",3885,Millenials,SLV,0.671
2951,El Salvador,2013,female,35-54 years,19,748153,2.54,"21,977,401,900",3885,Generation X,SLV,0.671
2952,El Salvador,2013,female,55-74 years,7,398116,1.76,"21,977,401,900",3885,Boomers,SLV,0.671
2953,El Salvador,2013,female,5-14 years,7,612761,1.14,"21,977,401,900",3885,Generation Z,SLV,0.671
2954,El Salvador,2013,male,5-14 years,6,636699,0.94,"21,977,401,900",3885,Generation Z,SLV,0.671
2955,El Salvador,2013,female,75+ years,0,110144,0,"21,977,401,900",3885,Silent,SLV,0.671
2956,El Salvador,2014,male,75+ years,19,87989,21.59,"22,585,841,200",3965,Silent,SLV,0.67
2957,El Salvador,2014,male,25-34 years,77,415163,18.55,"22,585,841,200",3965,Millenials,SLV,0.67
2958,El Salvador,2014,male,35-54 years,85,586412,14.49,"22,585,841,200",3965,Generation X,SLV,0.67
2959,El Salvador,2014,male,55-74 years,44,308802,14.25,"22,585,841,200",3965,Boomers,SLV,0.67
2960,El Salvador,2014,male,15-24 years,51,635499,8.03,"22,585,841,200",3965,Millenials,SLV,0.67
2961,El Salvador,2014,female,75+ years,9,114804,7.84,"22,585,841,200",3965,Silent,SLV,0.67
2962,El Salvador,2014,female,15-24 years,33,653215,5.05,"22,585,841,200",3965,Millenials,SLV,0.67
2963,El Salvador,2014,female,25-34 years,24,501438,4.79,"22,585,841,200",3965,Millenials,SLV,0.67
2964,El Salvador,2014,female,35-54 years,27,758979,3.56,"22,585,841,200",3965,Generation X,SLV,0.67
2965,El Salvador,2014,female,55-74 years,11,407576,2.7,"22,585,841,200",3965,Boomers,SLV,0.67
2966,El Salvador,2014,female,5-14 years,4,601023,0.67,"22,585,841,200",3965,Generation Z,SLV,0.67
2967,El Salvador,2014,male,5-14 years,2,625429,0.32,"22,585,841,200",3965,Generation Z,SLV,0.67
2968,Estonia,2005,male,35-54 years,97,181315,53.5,"14,006,088,297",10870,Boomers,EST,0.825
2969,Estonia,2005,male,75+ years,13,24740,52.55,"14,006,088,297",10870,Silent,EST,0.825
2970,Estonia,2005,male,55-74 years,50,116665,42.86,"14,006,088,297",10870,Silent,EST,0.825
2971,Estonia,2005,male,25-34 years,32,97650,32.77,"14,006,088,297",10870,Generation X,EST,0.825
2972,Estonia,2005,male,15-24 years,27,103575,26.07,"14,006,088,297",10870,Millenials,EST,0.825
2973,Estonia,2005,female,75+ years,15,67375,22.26,"14,006,088,297",10870,Silent,EST,0.825
2974,Estonia,2005,female,55-74 years,18,170115,10.58,"14,006,088,297",10870,Silent,EST,0.825
2975,Estonia,2005,female,35-54 years,12,195835,6.13,"14,006,088,297",10870,Boomers,EST,0.825
2976,Estonia,2005,female,15-24 years,5,97515,5.13,"14,006,088,297",10870,Millenials,EST,0.825
2977,Estonia,2005,female,25-34 years,3,93980,3.19,"14,006,088,297",10870,Generation X,EST,0.825
2978,Estonia,2005,male,5-14 years,1,71890,1.39,"14,006,088,297",10870,Millenials,EST,0.825
2979,Estonia,2005,female,5-14 years,0,67840,0,"14,006,088,297",10870,Millenials,EST,0.825
2980,Estonia,2006,male,75+ years,14,25870,54.12,"16,963,625,016",13264,Silent,EST,0.832
2981,Estonia,2006,male,55-74 years,56,116790,47.95,"16,963,625,016",13264,Silent,EST,0.832
2982,Estonia,2006,male,35-54 years,73,180705,40.4,"16,963,625,016",13264,Boomers,EST,0.832
2983,Estonia,2006,female,75+ years,18,69410,25.93,"16,963,625,016",13264,Silent,EST,0.832
2984,Estonia,2006,male,15-24 years,26,102295,25.42,"16,963,625,016",13264,Millenials,EST,0.832
2985,Estonia,2006,male,25-34 years,21,96850,21.68,"16,963,625,016",13264,Generation X,EST,0.832
2986,Estonia,2006,female,55-74 years,17,170020,10,"16,963,625,016",13264,Silent,EST,0.832
2987,Estonia,2006,female,35-54 years,12,194260,6.18,"16,963,625,016",13264,Boomers,EST,0.832
2988,Estonia,2006,female,15-24 years,5,96385,5.19,"16,963,625,016",13264,Millenials,EST,0.832
2989,Estonia,2006,female,25-34 years,4,92765,4.31,"16,963,625,016",13264,Generation X,EST,0.832
2990,Estonia,2006,male,5-14 years,1,68740,1.45,"16,963,625,016",13264,Millenials,EST,0.832
2991,Estonia,2006,female,5-14 years,0,64825,0,"16,963,625,016",13264,Millenials,EST,0.832
2992,Estonia,2007,male,75+ years,21,26860,78.18,"22,237,061,730",17504,Silent,EST,0.839
2993,Estonia,2007,male,55-74 years,58,117125,49.52,"22,237,061,730",17504,Silent,EST,0.839
2994,Estonia,2007,male,25-34 years,39,96140,40.57,"22,237,061,730",17504,Generation X,EST,0.839
2995,Estonia,2007,male,35-54 years,66,180160,36.63,"22,237,061,730",17504,Boomers,EST,0.839
2996,Estonia,2007,male,15-24 years,21,100450,20.91,"22,237,061,730",17504,Millenials,EST,0.839
2997,Estonia,2007,female,75+ years,13,71525,18.18,"22,237,061,730",17504,Silent,EST,0.839
2998,Estonia,2007,female,55-74 years,17,170045,10,"22,237,061,730",17504,Silent,EST,0.839
2999,Estonia,2007,female,35-54 years,11,192585,5.71,"22,237,061,730",17504,Boomers,EST,0.839
3000,Estonia,2007,female,15-24 years,3,94785,3.17,"22,237,061,730",17504,Millenials,EST,0.839
3001,Estonia,2007,female,25-34 years,2,91870,2.18,"22,237,061,730",17504,Generation X,EST,0.839
3002,Estonia,2007,female,5-14 years,0,62580,0,"22,237,061,730",17504,Generation Z,EST,0.839
3003,Estonia,2007,male,5-14 years,0,66290,0,"22,237,061,730",17504,Generation Z,EST,0.839
3004,Estonia,2008,male,75+ years,18,27640,65.12,"24,194,039,256",19141,Silent,EST,0.841
3005,Estonia,2008,male,55-74 years,47,117750,39.92,"24,194,039,256",19141,Silent,EST,0.841
3006,Estonia,2008,male,35-54 years,71,179930,39.46,"24,194,039,256",19141,Boomers,EST,0.841
3007,Estonia,2008,male,15-24 years,29,98030,29.58,"24,194,039,256",19141,Millenials,EST,0.841
3008,Estonia,2008,male,25-34 years,23,95990,23.96,"24,194,039,256",19141,Generation X,EST,0.841
3009,Estonia,2008,female,75+ years,12,73185,16.4,"24,194,039,256",19141,Silent,EST,0.841
3010,Estonia,2008,female,55-74 years,15,170375,8.8,"24,194,039,256",19141,Silent,EST,0.841
3011,Estonia,2008,female,35-54 years,16,191130,8.37,"24,194,039,256",19141,Boomers,EST,0.841
3012,Estonia,2008,female,15-24 years,5,92410,5.41,"24,194,039,256",19141,Millenials,EST,0.841
3013,Estonia,2008,female,25-34 years,4,91600,4.37,"24,194,039,256",19141,Generation X,EST,0.841
3014,Estonia,2008,female,5-14 years,1,61285,1.63,"24,194,039,256",19141,Generation Z,EST,0.841
3015,Estonia,2008,male,5-14 years,1,64680,1.55,"24,194,039,256",19141,Generation Z,EST,0.841
3016,Estonia,2009,male,55-74 years,66,118960,55.48,"19,652,492,637",15609,Silent,EST,0.839
3017,Estonia,2009,male,35-54 years,88,179820,48.94,"19,652,492,637",15609,Boomers,EST,0.839
3018,Estonia,2009,male,75+ years,13,28150,46.18,"19,652,492,637",15609,Silent,EST,0.839
3019,Estonia,2009,male,25-34 years,30,96260,31.17,"19,652,492,637",15609,Generation X,EST,0.839
3020,Estonia,2009,male,15-24 years,23,94705,24.29,"19,652,492,637",15609,Millenials,EST,0.839
3021,Estonia,2009,female,75+ years,16,74300,21.53,"19,652,492,637",15609,Silent,EST,0.839
3022,Estonia,2009,female,55-74 years,14,171340,8.17,"19,652,492,637",15609,Silent,EST,0.839
3023,Estonia,2009,female,35-54 years,14,189570,7.39,"19,652,492,637",15609,Boomers,EST,0.839
3024,Estonia,2009,female,25-34 years,3,91560,3.28,"19,652,492,637",15609,Generation X,EST,0.839
3025,Estonia,2009,female,15-24 years,2,89195,2.24,"19,652,492,637",15609,Millenials,EST,0.839
3026,Estonia,2009,female,5-14 years,0,60910,0,"19,652,492,637",15609,Generation Z,EST,0.839
3027,Estonia,2009,male,5-14 years,0,64240,0,"19,652,492,637",15609,Generation Z,EST,0.839
3028,Estonia,2010,male,75+ years,18,28755,62.6,"19,490,936,349",15540,Silent,EST,0.845
3029,Estonia,2010,male,55-74 years,54,120465,44.83,"19,490,936,349",15540,Silent,EST,0.845
3030,Estonia,2010,male,35-54 years,61,179395,34,"19,490,936,349",15540,Generation X,EST,0.845
3031,Estonia,2010,male,25-34 years,28,96230,29.1,"19,490,936,349",15540,Generation X,EST,0.845
3032,Estonia,2010,male,15-24 years,20,91065,21.96,"19,490,936,349",15540,Millenials,EST,0.845
3033,Estonia,2010,female,75+ years,12,75665,15.86,"19,490,936,349",15540,Silent,EST,0.845
3034,Estonia,2010,female,55-74 years,14,172395,8.12,"19,490,936,349",15540,Silent,EST,0.845
3035,Estonia,2010,female,25-34 years,5,91330,5.47,"19,490,936,349",15540,Generation X,EST,0.845
3036,Estonia,2010,female,35-54 years,9,187560,4.8,"19,490,936,349",15540,Generation X,EST,0.845
3037,Estonia,2010,female,15-24 years,2,85755,2.33,"19,490,936,349",15540,Millenials,EST,0.845
3038,Estonia,2010,female,5-14 years,0,61030,0,"19,490,936,349",15540,Generation Z,EST,0.845
3039,Estonia,2010,male,5-14 years,0,64580,0,"19,490,936,349",15540,Generation Z,EST,0.845
3040,Estonia,2011,male,75+ years,21,29683,70.75,"23,170,239,901",18545,Silent,EST,0.853
3041,Estonia,2011,male,55-74 years,57,121737,46.82,"23,170,239,901",18545,Boomers,EST,0.853
3042,Estonia,2011,male,35-54 years,58,178933,32.41,"23,170,239,901",18545,Generation X,EST,0.853
3043,Estonia,2011,male,25-34 years,23,95987,23.96,"23,170,239,901",18545,Millenials,EST,0.853
3044,Estonia,2011,male,15-24 years,19,87167,21.8,"23,170,239,901",18545,Millenials,EST,0.853
3045,Estonia,2011,female,75+ years,12,77543,15.48,"23,170,239,901",18545,Silent,EST,0.853
3046,Estonia,2011,female,35-54 years,15,185535,8.08,"23,170,239,901",18545,Generation X,EST,0.853
3047,Estonia,2011,female,55-74 years,9,172988,5.2,"23,170,239,901",18545,Boomers,EST,0.853
3048,Estonia,2011,female,15-24 years,3,82075,3.66,"23,170,239,901",18545,Millenials,EST,0.853
3049,Estonia,2011,female,25-34 years,1,90940,1.1,"23,170,239,901",18545,Millenials,EST,0.853
3050,Estonia,2011,female,5-14 years,0,61510,0,"23,170,239,901",18545,Generation Z,EST,0.853
3051,Estonia,2011,male,5-14 years,0,65329,0,"23,170,239,901",18545,Generation Z,EST,0.853
3052,Estonia,2012,male,75+ years,20,30891,64.74,"23,043,864,510",18411,Silent,EST,0.859
3053,Estonia,2012,male,55-74 years,59,122960,47.98,"23,043,864,510",18411,Boomers,EST,0.859
3054,Estonia,2012,male,35-54 years,65,179456,36.22,"23,043,864,510",18411,Generation X,EST,0.859
3055,Estonia,2012,male,25-34 years,30,96938,30.95,"23,043,864,510",18411,Millenials,EST,0.859
3056,Estonia,2012,female,75+ years,18,80117,22.47,"23,043,864,510",18411,Silent,EST,0.859
3057,Estonia,2012,male,15-24 years,14,83194,16.83,"23,043,864,510",18411,Millenials,EST,0.859
3058,Estonia,2012,female,55-74 years,17,172977,9.83,"23,043,864,510",18411,Boomers,EST,0.859
3059,Estonia,2012,female,35-54 years,7,184354,3.8,"23,043,864,510",18411,Generation X,EST,0.859
3060,Estonia,2012,female,25-34 years,3,91727,3.27,"23,043,864,510",18411,Millenials,EST,0.859
3061,Estonia,2012,male,5-14 years,2,67323,2.97,"23,043,864,510",18411,Generation Z,EST,0.859
3062,Estonia,2012,female,15-24 years,2,78364,2.55,"23,043,864,510",18411,Millenials,EST,0.859
3063,Estonia,2012,female,5-14 years,0,63330,0,"23,043,864,510",18411,Generation Z,EST,0.859
3064,Estonia,2013,male,75+ years,23,32101,71.65,"25,137,153,149",20221,Silent,EST,0.862
3065,Estonia,2013,male,55-74 years,58,123698,46.89,"25,137,153,149",20221,Boomers,EST,0.862
3066,Estonia,2013,male,35-54 years,52,178072,29.2,"25,137,153,149",20221,Generation X,EST,0.862
3067,Estonia,2013,male,25-34 years,22,96869,22.71,"25,137,153,149",20221,Millenials,EST,0.862
3068,Estonia,2013,female,75+ years,18,82614,21.79,"25,137,153,149",20221,Silent,EST,0.862
3069,Estonia,2013,male,15-24 years,15,78163,19.19,"25,137,153,149",20221,Millenials,EST,0.862
3070,Estonia,2013,female,35-54 years,13,181855,7.15,"25,137,153,149",20221,Generation X,EST,0.862
3071,Estonia,2013,female,55-74 years,12,172334,6.96,"25,137,153,149",20221,Boomers,EST,0.862
3072,Estonia,2013,female,15-24 years,2,73430,2.72,"25,137,153,149",20221,Millenials,EST,0.862
3073,Estonia,2013,female,25-34 years,2,91438,2.19,"25,137,153,149",20221,Millenials,EST,0.862
3074,Estonia,2013,male,5-14 years,1,68210,1.47,"25,137,153,149",20221,Generation Z,EST,0.862
3075,Estonia,2013,female,5-14 years,0,64312,0,"25,137,153,149",20221,Generation Z,EST,0.862
3076,Estonia,2014,male,75+ years,26,33259,78.17,"26,224,622,451",21117,Silent,EST,0.864
3077,Estonia,2014,male,55-74 years,50,124940,40.02,"26,224,622,451",21117,Boomers,EST,0.864
3078,Estonia,2014,male,25-34 years,39,97957,39.81,"26,224,622,451",21117,Millenials,EST,0.864
3079,Estonia,2014,male,35-54 years,57,177676,32.08,"26,224,622,451",21117,Generation X,EST,0.864
3080,Estonia,2014,male,15-24 years,19,73521,25.84,"26,224,622,451",21117,Millenials,EST,0.864
3081,Estonia,2014,female,75+ years,13,84886,15.31,"26,224,622,451",21117,Silent,EST,0.864
3082,Estonia,2014,female,35-54 years,16,180093,8.88,"26,224,622,451",21117,Generation X,EST,0.864
3083,Estonia,2014,female,25-34 years,8,92159,8.68,"26,224,622,451",21117,Millenials,EST,0.864
3084,Estonia,2014,female,55-74 years,10,172116,5.81,"26,224,622,451",21117,Boomers,EST,0.864
3085,Estonia,2014,male,5-14 years,2,69999,2.86,"26,224,622,451",21117,Generation Z,EST,0.864
3086,Estonia,2014,female,15-24 years,1,69127,1.45,"26,224,622,451",21117,Millenials,EST,0.864
3087,Estonia,2014,female,5-14 years,0,66119,0,"26,224,622,451",21117,Generation Z,EST,0.864
3088,Estonia,2015,male,75+ years,20,34253,58.39,"22,566,956,982",18149,Silent,EST,0.866
3089,Estonia,2015,male,55-74 years,44,126556,34.77,"22,566,956,982",18149,Boomers,EST,0.866
3090,Estonia,2015,male,15-24 years,21,70165,29.93,"22,566,956,982",18149,Millenials,EST,0.866
3091,Estonia,2015,male,35-54 years,48,177053,27.11,"22,566,956,982",18149,Generation X,EST,0.866
3092,Estonia,2015,male,25-34 years,25,99448,25.14,"22,566,956,982",18149,Millenials,EST,0.866
3093,Estonia,2015,female,75+ years,9,86804,10.37,"22,566,956,982",18149,Silent,EST,0.866
3094,Estonia,2015,female,55-74 years,12,172429,6.96,"22,566,956,982",18149,Boomers,EST,0.866
3095,Estonia,2015,female,35-54 years,11,178380,6.17,"22,566,956,982",18149,Generation X,EST,0.866
3096,Estonia,2015,female,25-34 years,2,92783,2.16,"22,566,956,982",18149,Millenials,EST,0.866
3097,Estonia,2015,female,15-24 years,1,66216,1.51,"22,566,956,982",18149,Millenials,EST,0.866
3098,Estonia,2015,female,5-14 years,1,67802,1.47,"22,566,956,982",18149,Generation Z,EST,0.866
3099,Estonia,2015,male,5-14 years,1,71561,1.4,"22,566,956,982",18149,Generation Z,EST,0.866
3100,Fiji,2005,male,75+ years,1,3878,25.79,"3,006,725,015",4104,Silent,FJI,0.695
3101,Fiji,2005,male,35-54 years,9,103347,8.71,"3,006,725,015",4104,Boomers,FJI,0.695
3102,Fiji,2005,female,25-34 years,3,61361,4.89,"3,006,725,015",4104,Generation X,FJI,0.695
3103,Fiji,2005,male,25-34 years,3,63965,4.69,"3,006,725,015",4104,Generation X,FJI,0.695
3104,Fiji,2005,female,15-24 years,2,75687,2.64,"3,006,725,015",4104,Millenials,FJI,0.695
3105,Fiji,2005,male,55-74 years,1,38247,2.61,"3,006,725,015",4104,Silent,FJI,0.695
3106,Fiji,2005,male,15-24 years,2,79981,2.5,"3,006,725,015",4104,Millenials,FJI,0.695
3107,Fiji,2005,female,35-54 years,1,100199,1,"3,006,725,015",4104,Boomers,FJI,0.695
3108,Fiji,2005,female,5-14 years,0,78078,0,"3,006,725,015",4104,Millenials,FJI,0.695
3109,Fiji,2005,female,55-74 years,0,39444,0,"3,006,725,015",4104,Silent,FJI,0.695
3110,Fiji,2005,female,75+ years,0,4819,0,"3,006,725,015",4104,Silent,FJI,0.695
3111,Fiji,2005,male,5-14 years,0,83601,0,"3,006,725,015",4104,Millenials,FJI,0.695
3112,Fiji,2006,female,15-24 years,5,75457,6.63,"3,102,741,451",4206,Millenials,FJI,0.698
3113,Fiji,2006,male,25-34 years,4,65615,6.1,"3,102,741,451",4206,Generation X,FJI,0.698
3114,Fiji,2006,male,35-54 years,6,103418,5.8,"3,102,741,451",4206,Boomers,FJI,0.698
3115,Fiji,2006,male,15-24 years,4,79914,5.01,"3,102,741,451",4206,Millenials,FJI,0.698
3116,Fiji,2006,female,5-14 years,2,78008,2.56,"3,102,741,451",4206,Millenials,FJI,0.698
3117,Fiji,2006,female,55-74 years,1,40531,2.47,"3,102,741,451",4206,Silent,FJI,0.698
3118,Fiji,2006,male,5-14 years,1,83550,1.2,"3,102,741,451",4206,Millenials,FJI,0.698
3119,Fiji,2006,female,35-54 years,1,100106,1,"3,102,741,451",4206,Boomers,FJI,0.698
3120,Fiji,2006,female,25-34 years,0,62701,0,"3,102,741,451",4206,Generation X,FJI,0.698
3121,Fiji,2006,female,75+ years,0,5052,0,"3,102,741,451",4206,Silent,FJI,0.698
3122,Fiji,2006,male,55-74 years,0,39336,0,"3,102,741,451",4206,Silent,FJI,0.698
3123,Fiji,2006,male,75+ years,0,4071,0,"3,102,741,451",4206,Silent,FJI,0.698
3124,Fiji,2007,male,55-74 years,3,40558,7.4,"3,405,050,612",4570,Silent,FJI,0.702
3125,Fiji,2007,male,15-24 years,3,80074,3.75,"3,405,050,612",4570,Millenials,FJI,0.702
3126,Fiji,2007,female,25-34 years,2,64428,3.1,"3,405,050,612",4570,Generation X,FJI,0.702
3127,Fiji,2007,male,25-34 years,2,67634,2.96,"3,405,050,612",4570,Generation X,FJI,0.702
3128,Fiji,2007,male,35-54 years,2,103785,1.93,"3,405,050,612",4570,Boomers,FJI,0.702
3129,Fiji,2007,female,15-24 years,1,75514,1.32,"3,405,050,612",4570,Millenials,FJI,0.702
3130,Fiji,2007,female,35-54 years,0,100300,0,"3,405,050,612",4570,Boomers,FJI,0.702
3131,Fiji,2007,female,5-14 years,0,77970,0,"3,405,050,612",4570,Generation Z,FJI,0.702
3132,Fiji,2007,female,55-74 years,0,41745,0,"3,405,050,612",4570,Silent,FJI,0.702
3133,Fiji,2007,female,75+ years,0,5299,0,"3,405,050,612",4570,Silent,FJI,0.702
3134,Fiji,2007,male,5-14 years,0,83503,0,"3,405,050,612",4570,Generation Z,FJI,0.702
3135,Fiji,2007,male,75+ years,0,4245,0,"3,405,050,612",4570,Silent,FJI,0.702
3136,Fiji,2008,male,25-34 years,9,69781,12.9,"3,523,185,920",4675,Generation X,FJI,0.703
3137,Fiji,2008,male,35-54 years,11,104375,10.54,"3,523,185,920",4675,Boomers,FJI,0.703
3138,Fiji,2008,female,35-54 years,5,100705,4.96,"3,523,185,920",4675,Boomers,FJI,0.703
3139,Fiji,2008,male,55-74 years,2,41913,4.77,"3,523,185,920",4675,Silent,FJI,0.703
3140,Fiji,2008,female,15-24 years,3,75830,3.96,"3,523,185,920",4675,Millenials,FJI,0.703
3141,Fiji,2008,male,15-24 years,3,80437,3.73,"3,523,185,920",4675,Millenials,FJI,0.703
3142,Fiji,2008,female,25-34 years,2,66331,3.02,"3,523,185,920",4675,Generation X,FJI,0.703
3143,Fiji,2008,female,55-74 years,1,43110,2.32,"3,523,185,920",4675,Silent,FJI,0.703
3144,Fiji,2008,female,5-14 years,1,77855,1.28,"3,523,185,920",4675,Generation Z,FJI,0.703
3145,Fiji,2008,female,75+ years,0,5555,0,"3,523,185,920",4675,Silent,FJI,0.703
3146,Fiji,2008,male,5-14 years,0,83368,0,"3,523,185,920",4675,Generation Z,FJI,0.703
3147,Fiji,2008,male,75+ years,0,4398,0,"3,523,185,920",4675,Silent,FJI,0.703
3148,Fiji,2009,female,75+ years,1,5809,17.21,"2,870,624,636",3765,Silent,FJI,0.707
3149,Fiji,2009,male,35-54 years,8,105083,7.61,"2,870,624,636",3765,Boomers,FJI,0.707
